MÊS,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PRECO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PRECO MÍNIMO REVENDA,PRECO MÁXIMO REVENDA,MARGEM MÉDIA REVENDA,COEF DE VARIAÇÃO REVENDA,PRECO MÉDIO DISTRIBUIÇÃO,DESVIO PADRÃO DISTRIBUIÇÃO,PRECO MÍNIMO DISTRIBUIÇÃO,PRECO MÁXIMO DISTRIBUIÇÃO,COEF DE VARIAÇÃO DISTRIBUIÇÃO
jul.-01,ETANOL HIDRATADO,17899,R$/l,1.009,165,639,1.580,193,163,816,156,318,1.577,192
Aug-01,ETANOL HIDRATADO,28796,R$/l,1.014,173,649,1.650,208,171,806,155,400,1.342,193
Sep-01,ETANOL HIDRATADO,32994,R$/l,1.026,173,630,1.790,218,168,809,157,380,1.421,194
Oct-01,ETANOL HIDRATADO,42036,R$/l,1.039,166,650,1.880,224,160,816,150,400,1.337,184
nov.-01,ETANOL HIDRATADO,34592,R$/l,1.033,167,670,1.880,217,162,815,149,410,1.287,183
Dec-01,ETANOL HIDRATADO,38506,R$/l,1.029,166,670,1.880,213,161,816,147,400,1.338,181
jan.-02,ETANOL HIDRATADO,41454,R$/l,1.019,164,600,1.880,206,161,813,142,410,1.338,175
Feb-02,ETANOL HIDRATADO,36490,R$/l,1.010,162,679,1.880,201,160,809,142,410,1.300,176
mar.-02,ETANOL HIDRATADO,36486,R$/l,1.010,162,659,1.700,205,160,805,145,410,1.310,180
Apr-02,ETANOL HIDRATADO,45003,R$/l,1.010,158,659,1.700,208,157,801,142,320,1.310,177
May-02,ETANOL HIDRATADO,46918,R$/l,1.002,158,659,1.700,208,158,793,143,410,1.298,180
jun.-02,ETANOL HIDRATADO,36794,R$/l,991,166,537,1.700,214,167,777,157,387,1.385,202
jul.-02,ETANOL HIDRATADO,54610,R$/l,940,190,500,1.700,223,202,717,176,367,1.330,246
Aug-02,ETANOL HIDRATADO,44339,R$/l,912,181,539,1.700,223,199,689,156,377,1.330,227
Sep-02,ETANOL HIDRATADO,37893,R$/l,935,161,589,1.700,215,172,720,139,364,1.336,192
Oct-02,ETANOL HIDRATADO,39232,R$/l,1.014,140,649,1.700,209,138,804,125,379,1.336,156
nov.-02,ETANOL HIDRATADO,34131,R$/l,1.298,167,830,1.870,315,129,984,170,475,1.628,173
Dec-02,ETANOL HIDRATADO,42188,R$/l,1.313,169,799,1.970,250,129,1.063,165,490,1.879,156
jan.-03,ETANOL HIDRATADO,34542,R$/l,1.385,151,939,1.984,248,109,1.138,144,442,1.697,127
Feb-03,ETANOL HIDRATADO,34029,R$/l,1.569,181,1.099,2.490,312,116,1.257,171,505,1.987,136
mar.-03,ETANOL HIDRATADO,36919,R$/l,1.586,195,1.130,2.600,271,123,1.314,195,550,2.180,149
Apr-03,ETANOL HIDRATADO,39413,R$/l,1.562,215,1.087,2.600,254,138,1.308,209,695,2.527,159
May-03,ETANOL HIDRATADO,33844,R$/l,1.506,232,899,2.600,236,154,1.270,223,732,2.527,175
jun.-03,ETANOL HIDRATADO,37652,R$/l,1.348,299,690,2.600,234,222,1.114,288,487,2.526,258
jul.-03,ETANOL HIDRATADO,39130,R$/l,1.203,298,679,2.550,270,248,933,273,373,2.526,293
Aug-03,ETANOL HIDRATADO,33552,R$/l,1.208,252,720,2.550,288,208,920,215,431,2.180,233
Sep-03,ETANOL HIDRATADO,40369,R$/l,1.233,243,729,2.400,274,197,959,204,468,2.034,213
Oct-03,ETANOL HIDRATADO,35025,R$/l,1.201,253,690,2.400,288,211,912,211,404,1.870,231
nov.-03,ETANOL HIDRATADO,33409,R$/l,1.176,246,690,2.400,294,210,882,187,412,1.870,212
Dec-03,ETANOL HIDRATADO,41598,R$/l,1.191,229,749,2.400,280,192,911,166,483,1.870,183
jan.-04,ETANOL HIDRATADO,33157,R$/l,1.205,229,730,2.400,267,190,938,172,554,1.770,183
Feb-04,ETANOL HIDRATADO,33194,R$/l,1.170,257,559,2.400,289,220,881,219,339,1.941,248
mar.-04,ETANOL HIDRATADO,41415,R$/l,1.054,293,499,2.400,310,278,744,236,278,1.979,317
Apr-04,ETANOL HIDRATADO,33285,R$/l,1.032,263,559,2.400,302,255,730,198,297,1.891,272
May-04,ETANOL HIDRATADO,40002,R$/l,1.289,257,590,2.400,381,199,908,186,326,1.891,205
jun.-04,ETANOL HIDRATADO,52287,R$/l,1.359,237,669,2.400,379,174,980,183,340,1.871,187
jul.-04,ETANOL HIDRATADO,46315,R$/l,1.381,234,699,2.400,366,169,1.015,185,380,1.847,182
Aug-04,ETANOL HIDRATADO,55852,R$/l,1.462,225,690,2.320,350,154,1.112,188,379,1.849,169
Sep-04,ETANOL HIDRATADO,48033,R$/l,1.487,233,810,2.250,333,157,1.154,197,436,1.897,171
Oct-04,ETANOL HIDRATADO,46140,R$/l,1.534,211,869,2.484,334,138,1.200,185,436,1.878,154
nov.-04,ETANOL HIDRATADO,54839,R$/l,1.445,219,990,2.372,269,152,1.176,190,466,2.085,162
Dec-04,ETANOL HIDRATADO,48415,R$/l,1.478,242,1.050,2.372,277,164,1.201,222,466,1.993,185
jan.-05,ETANOL HIDRATADO,53931,R$/l,1.460,248,979,2.372,272,170,1.188,229,741,2.027,193
Feb-05,ETANOL HIDRATADO,43138,R$/l,1.448,254,990,2.372,206,175,1.242,237,480,2.087,191
mar.-05,ETANOL HIDRATADO,52519,R$/l,1.444,250,990,2.372,207,173,1.237,230,480,2.005,186
Apr-05,ETANOL HIDRATADO,45994,R$/l,1.451,259,999,2.372,207,178,1.244,235,480,1.966,189
May-05,ETANOL HIDRATADO,54816,R$/l,1.354,299,760,2.385,224,221,1.130,291,600,1.995,258
jun.-05,ETANOL HIDRATADO,48750,R$/l,1.210,328,759,2.385,208,271,1.002,288,512,1.975,287
jul.-05,ETANOL HIDRATADO,46050,R$/l,1.256,292,820,2.385,208,232,1.048,254,587,1.985,242
Aug-05,ETANOL HIDRATADO,29697,R$/l,1.271,286,799,2.385,211,225,1.060,249,557,1.991,235
Sep-05,ETANOL HIDRATADO,29556,R$/l,1.308,259,870,2.399,264,198,1.044,214,505,1.889,205
Oct-05,ETANOL HIDRATADO,40650,R$/l,1.434,223,949,2.372,229,156,1.205,197,701,1.979,163
nov.-05,ETANOL HIDRATADO,52504,R$/l,1.450,234,1.090,2.410,193,161,1.257,208,830,2.067,165
Dec-05,ETANOL HIDRATADO,45823,R$/l,1.536,226,1.089,2.550,199,147,1.337,197,820,2.166,147
jan.-06,ETANOL HIDRATADO,52997,R$/l,1.693,231,1.149,2.620,208,136,1.485,200,990,2.190,135
Feb-06,ETANOL HIDRATADO,39296,R$/l,1.732,238,1.290,2.650,199,137,1.533,215,1.050,2.211,140
mar.-06,ETANOL HIDRATADO,51989,R$/l,1.950,243,1.399,2.910,249,125,1.701,212,1.145,2.692,125
Apr-06,ETANOL HIDRATADO,43394,R$/l,1.943,283,1.290,3.150,223,146,1.720,267,1.099,2.952,155
May-06,ETANOL HIDRATADO,51907,R$/l,1.710,356,1.089,3.150,230,208,1.480,357,900,2.925,241
jun.-06,ETANOL HIDRATADO,45614,R$/l,1.555,339,1.089,2.840,220,218,1.335,313,875,2.692,234
jul.-06,ETANOL HIDRATADO,46215,R$/l,1.571,306,1.080,2.800,222,195,1.349,272,899,2.321,202
Aug-06,ETANOL HIDRATADO,53363,R$/l,1.576,298,1.060,3.150,225,189,1.351,275,842,2.312,204
Sep-06,ETANOL HIDRATADO,44288,R$/l,1.515,320,979,2.800,248,211,1.267,298,830,2.300,235
Oct-06,ETANOL HIDRATADO,44121,R$/l,1.466,320,979,2.800,250,218,1.216,283,800,2.287,233
nov.-06,ETANOL HIDRATADO,43874,R$/l,1.448,306,990,2.890,242,211,1.206,257,800,2.220,213
Dec-06,ETANOL HIDRATADO,39867,R$/l,1.448,290,999,2.800,238,200,1.210,239,868,2.235,198
jan.-07,ETANOL HIDRATADO,53047,R$/l,1.544,237,1.090,2.800,235,153,1.309,206,899,2.305,157
Feb-07,ETANOL HIDRATADO,46286,R$/l,1.545,241,1.129,2.800,240,156,1.305,221,820,2.305,169
mar.-07,ETANOL HIDRATADO,46214,R$/l,1.540,240,1.099,2.800,234,156,1.306,215,970,2.305,165
Apr-07,ETANOL HIDRATADO,46002,R$/l,1.630,224,1.159,2.780,217,137,1.413,193,1.119,2.311,137
May-07,ETANOL HIDRATADO,57160,R$/l,1.626,239,1.090,2.780,255,147,1.371,248,740,2.311,181
jun.-07,ETANOL HIDRATADO,45800,R$/l,1.463,278,850,2.780,321,190,1.142,299,689,2.314,262
jul.-07,ETANOL HIDRATADO,54071,R$/l,1.351,289,850,2.780,297,214,1.054,272,685,2.314,258
Aug-07,ETANOL HIDRATADO,38968,R$/l,1.305,297,850,2.800,273,228,1.032,255,690,2.050,247
Sep-07,ETANOL HIDRATADO,32415,R$/l,1.279,297,829,2.800,265,232,1.014,246,618,2.032,243
Oct-07,ETANOL HIDRATADO,40758,R$/l,1.268,289,840,2.890,264,228,1.004,236,685,2.032,235
nov.-07,ETANOL HIDRATADO,32534,R$/l,1.360,253,870,2.800,252,186,1.108,195,753,2.112,176
Dec-07,ETANOL HIDRATADO,35608,R$/l,1.467,238,1.059,2.780,257,162,1.210,203,674,2.112,168
jan.-08,ETANOL HIDRATADO,37812,R$/l,1.464,241,989,2.780,259,165,1.205,216,839,2.261,179
Feb-08,ETANOL HIDRATADO,32688,R$/l,1.420,257,949,2.780,261,181,1.159,225,799,2.261,194
mar.-08,ETANOL HIDRATADO,32757,R$/l,1.439,244,979,2.780,245,170,1.194,206,890,2.261,173
Apr-08,ETANOL HIDRATADO,41092,R$/l,1.437,246,1.010,2.780,241,171,1.196,214,830,2.261,179
May-08,ETANOL HIDRATADO,33092,R$/l,1.441,248,979,2.800,249,172,1.192,221,800,2.261,185
jun.-08,ETANOL HIDRATADO,33280,R$/l,1.414,266,889,2.780,278,188,1.136,249,759,2.261,219
jul.-08,ETANOL HIDRATADO,41613,R$/l,1.423,276,960,2.780,249,194,1.174,248,850,2.404,211
Aug-08,ETANOL HIDRATADO,33237,R$/l,1.428,284,929,2.780,247,199,1.181,266,825,2.332,225
Sep-08,ETANOL HIDRATADO,33414,R$/l,1.449,269,990,2.780,245,186,1.204,254,880,2.332,211
Oct-08,ETANOL HIDRATADO,41807,R$/l,1.471,249,1.000,2.850,247,169,1.224,230,790,2.398,188
nov.-08,ETANOL HIDRATADO,33405,R$/l,1.478,245,1.040,2.850,280,166,1.198,227,797,2.398,189
Dec-08,ETANOL HIDRATADO,41874,R$/l,1.476,243,1.050,2.850,265,165,1.211,210,711,2.398,173
jan.-09,ETANOL HIDRATADO,33436,R$/l,1.477,237,1.050,2.850,252,160,1.225,197,711,2.345,161
Feb-09,ETANOL HIDRATADO,33505,R$/l,1.499,227,1.129,2.850,240,151,1.259,199,860,2.033,158
mar.-09,ETANOL HIDRATADO,39370,R$/l,1.478,242,949,2.850,273,164,1.205,237,720,2.321,197
Apr-09,ETANOL HIDRATADO,36209,R$/l,1.425,257,879,2.850,307,180,1.118,248,680,2.321,222
May-09,ETANOL HIDRATADO,33661,R$/l,1.388,271,850,2.850,300,195,1.088,250,669,2.390,230
jun.-09,ETANOL HIDRATADO,38734,R$/l,1.340,288,829,2.850,284,215,1.056,255,680,2.390,241
jul.-09,ETANOL HIDRATADO,37042,R$/l,1.374,265,869,2.850,256,193,1.118,236,699,2.389,211
Aug-09,ETANOL HIDRATADO,17631,R$/l,1.400,256,920,2.850,245,183,1.155,232,699,2.389,201
Sep-09,ETANOL HIDRATADO,17921,R$/l,1.447,224,990,2.850,231,155,1.216,205,750,2.387,169
Oct-09,ETANOL HIDRATADO,25424,R$/l,1.616,201,1.099,2.880,253,124,1.363,193,770,2.422,142
nov.-09,ETANOL HIDRATADO,30236,R$/l,1.675,198,1.239,2.990,249,118,1.426,193,748,2.391,135
Dec-09,ETANOL HIDRATADO,34116,R$/l,1.703,190,1.149,2.990,253,112,1.450,191,750,2.391,132
jan.-10,ETANOL HIDRATADO,29971,R$/l,1.890,182,1.229,2.840,265,96,1.625,178,850,2.459,110
Feb-10,ETANOL HIDRATADO,31421,R$/l,1.943,205,1.169,2.990,259,106,1.684,196,1.020,2.450,116
mar.-10,ETANOL HIDRATADO,40918,R$/l,1.763,283,1.159,2.990,287,161,1.476,292,779,2.368,198
Apr-10,ETANOL HIDRATADO,33225,R$/l,1.629,269,1.130,2.990,289,165,1.340,253,748,2.288,189
May-10,ETANOL HIDRATADO,34680,R$/l,1.545,289,959,2.990,288,187,1.257,262,800,2.375,208
jun.-10,ETANOL HIDRATADO,39938,R$/l,1.475,300,960,2.840,272,203,1.203,260,779,2.194,216
jul.-10,ETANOL HIDRATADO,33401,R$/l,1.501,272,989,2.790,263,181,1.238,235,792,2.269,190
Aug-10,ETANOL HIDRATADO,39452,R$/l,1.549,245,1.079,2.790,258,158,1.291,218,800,2.111,169
Sep-10,ETANOL HIDRATADO,35782,R$/l,1.566,237,1.099,2.790,248,151,1.318,216,800,2.030,164
Oct-10,ETANOL HIDRATADO,33479,R$/l,1.673,209,1.199,2.790,254,125,1.419,201,800,2.111,142
nov.-10,ETANOL HIDRATADO,41036,R$/l,1.721,200,1.219,2.790,249,116,1.472,196,820,2.154,133
Dec-10,ETANOL HIDRATADO,34274,R$/l,1.778,183,1.299,2.790,244,103,1.534,182,820,2.208,119
jan.-11,ETANOL HIDRATADO,37173,R$/l,1.835,175,1.270,2.790,242,95,1.593,179,820,2.296,112
Feb-11,ETANOL HIDRATADO,29498,R$/l,1.872,177,1.399,2.790,237,95,1.635,179,820,2.296,109
mar.-11,ETANOL HIDRATADO,41873,R$/l,2.083,207,1.499,3.000,277,99,1.806,180,820,2.518,100
Apr-11,ETANOL HIDRATADO,33388,R$/l,2.301,245,1.650,3.250,314,106,1.987,194,1.097,2.870,98
May-11,ETANOL HIDRATADO,39243,R$/l,2.032,325,1.370,3.200,285,160,1.747,301,1.000,2.936,172
jun.-11,ETANOL HIDRATADO,35831,R$/l,1.859,278,1.329,3.100,263,150,1.596,242,1.115,2.585,152
jul.-11,ETANOL HIDRATADO,33418,R$/l,1.932,238,1.440,2.990,254,123,1.678,211,1.129,2.459,126
Aug-11,ETANOL HIDRATADO,41151,R$/l,1.946,233,1.399,2.990,253,120,1.693,209,1.070,2.383,123
Sep-11,ETANOL HIDRATADO,33933,R$/l,2.006,213,1.529,3.099,255,106,1.751,192,1.270,2.482,110
Oct-11,ETANOL HIDRATADO,37361,R$/l,2.005,221,1.459,2.990,259,110,1.746,194,1.180,2.501,111
nov.-11,ETANOL HIDRATADO,37623,R$/l,2.030,211,1.499,2.990,236,104,1.794,184,1.270,2.531,103
Dec-11,ETANOL HIDRATADO,33485,R$/l,2.055,206,1.560,2.990,235,100,1.820,188,1.270,2.632,103
jan.-12,ETANOL HIDRATADO,39795,R$/l,2.034,220,1.490,2.990,263,108,1.771,211,1.280,2.666,119
Feb-12,ETANOL HIDRATADO,34510,R$/l,1.982,245,1.390,2.990,288,124,1.694,224,1.000,2.676,132
mar.-12,ETANOL HIDRATADO,33793,R$/l,1.997,235,1.300,2.999,264,118,1.733,203,1.246,2.684,117
Apr-12,ETANOL HIDRATADO,33731,R$/l,1.986,227,1.499,3.120,247,114,1.739,198,1.280,2.684,114
May-12,ETANOL HIDRATADO,40688,R$/l,1.967,240,1.399,3.120,261,122,1.706,226,1.195,2.691,132
jun.-12,ETANOL HIDRATADO,33049,R$/l,1.938,255,1.399,3.120,282,132,1.656,249,1.230,2.687,150
jul.-12,ETANOL HIDRATADO,37732,R$/l,1.909,267,1.299,3.120,287,140,1.622,253,1.241,2.661,156
Aug-12,ETANOL HIDRATADO,36455,R$/l,1.890,275,1.289,3.120,290,146,1.600,259,1.173,2.663,162
Sep-12,ETANOL HIDRATADO,32881,R$/l,1.888,273,1.289,3.120,282,145,1.606,245,1.173,2.667,153
Oct-12,ETANOL HIDRATADO,40179,R$/l,1.888,270,1.299,3.120,300,143,1.588,252,1.154,2.595,159
nov.-12,ETANOL HIDRATADO,33523,R$/l,1.896,268,1.299,3.120,302,141,1.594,244,1.147,2.433,153
Dec-12,ETANOL HIDRATADO,33947,R$/l,1.936,247,1.459,3.120,269,128,1.667,221,1.189,2.469,133
jul.-01,GASOLINA COMUM,18708,R$/l,1.681,99,1.379,2.000,214,59,1.467,76,895,1.791,52
Aug-01,GASOLINA COMUM,29950,R$/l,1.711,92,1.440,2.380,207,54,1.504,52,1.023,1.750,34
Sep-01,GASOLINA COMUM,34530,R$/l,1.718,100,1.430,2.380,214,58,1.504,54,1.009,1.821,36
Oct-01,GASOLINA COMUM,44072,R$/l,1.779,105,1.410,2.480,242,59,1.537,62,1.023,1.868,41
nov.-01,GASOLINA COMUM,36267,R$/l,1.780,106,1.440,2.450,229,59,1.552,61,1.080,1.910,39
Dec-01,GASOLINA COMUM,40362,R$/l,1.775,107,1.380,2.450,229,60,1.546,61,1.071,1.895,40
jan.-02,GASOLINA COMUM,43470,R$/l,1.587,124,1.170,2.450,223,78,1.365,97,690,1.818,71
Feb-02,GASOLINA COMUM,38348,R$/l,1.509,100,1.170,2.450,213,66,1.296,53,829,1.697,41
mar.-02,GASOLINA COMUM,38410,R$/l,1.574,115,1.239,2.450,251,73,1.323,66,833,1.774,50
Apr-02,GASOLINA COMUM,47414,R$/l,1.713,113,1.360,2.670,266,66,1.447,78,835,1.806,54
May-02,GASOLINA COMUM,49569,R$/l,1.722,105,1.370,2.670,238,61,1.484,59,972,1.806,40
jun.-02,GASOLINA COMUM,38863,R$/l,1.711,109,1.369,2.670,236,64,1.475,57,908,1.852,39
jul.-02,GASOLINA COMUM,57752,R$/l,1.767,124,1.309,2.670,257,70,1.510,69,934,1.884,46
Aug-02,GASOLINA COMUM,46852,R$/l,1.751,119,1.390,2.470,239,68,1.512,65,971,1.843,43
Sep-02,GASOLINA COMUM,39964,R$/l,1.742,118,1.370,2.450,230,68,1.512,65,962,1.961,43
Oct-02,GASOLINA COMUM,41545,R$/l,1.761,109,1.350,2.450,233,62,1.528,65,984,1.840,43
nov.-02,GASOLINA COMUM,36226,R$/l,1.978,113,1.490,2.740,299,57,1.678,104,1.050,2.497,62
Dec-02,GASOLINA COMUM,44705,R$/l,2.001,140,1.590,2.950,293,70,1.708,81,1.149,2.209,47
jan.-03,GASOLINA COMUM,36694,R$/l,2.160,136,1.699,2.950,304,63,1.856,102,1.180,2.390,55
Feb-03,GASOLINA COMUM,36200,R$/l,2.223,143,1.739,2.950,296,64,1.927,99,1.261,2.482,51
mar.-03,GASOLINA COMUM,39311,R$/l,2.215,143,1.790,2.950,268,65,1.947,87,1.310,2.394,45
Apr-03,GASOLINA COMUM,42127,R$/l,2.195,149,1.720,2.950,255,68,1.940,85,1.262,2.350,44
May-03,GASOLINA COMUM,36221,R$/l,2.113,136,1.749,2.850,245,64,1.869,80,1.240,2.321,43
jun.-03,GASOLINA COMUM,40291,R$/l,2.026,143,1.669,2.860,238,71,1.788,85,1.153,2.227,47
jul.-03,GASOLINA COMUM,41828,R$/l,1.971,138,1.620,2.850,237,70,1.734,79,1.170,2.270,45
Aug-03,GASOLINA COMUM,35935,R$/l,1.975,132,1.630,2.850,240,67,1.735,77,1.157,2.137,44
Sep-03,GASOLINA COMUM,43291,R$/l,2.003,127,1.640,2.850,247,63,1.757,73,1.157,2.220,42
Oct-03,GASOLINA COMUM,37608,R$/l,1.997,128,1.620,2.850,243,64,1.754,69,1.190,2.390,39
nov.-03,GASOLINA COMUM,35911,R$/l,1.993,128,1.620,2.850,246,64,1.747,69,1.510,2.125,39
Dec-03,GASOLINA COMUM,44759,R$/l,1.998,125,1.610,2.850,246,63,1.753,70,1.451,2.149,40
jan.-04,GASOLINA COMUM,35766,R$/l,2.007,126,1.610,2.850,246,63,1.761,70,1.520,2.149,39
Feb-04,GASOLINA COMUM,35740,R$/l,2.002,131,1.610,2.850,254,65,1.749,75,1.490,2.158,43
mar.-04,GASOLINA COMUM,44631,R$/l,1.981,139,1.559,2.850,264,70,1.717,80,1.400,2.328,46
Apr-04,GASOLINA COMUM,35862,R$/l,1.972,140,1.560,2.850,263,71,1.708,80,1.370,2.188,47
May-04,GASOLINA COMUM,43335,R$/l,2.086,143,1.529,2.850,330,69,1.756,80,1.146,2.214,46
jun.-04,GASOLINA COMUM,56676,R$/l,2.157,148,1.560,2.890,347,69,1.810,88,1.170,2.735,49
jul.-04,GASOLINA COMUM,50174,R$/l,2.203,140,1.590,3.000,341,64,1.862,74,1.477,2.473,40
Aug-04,GASOLINA COMUM,60595,R$/l,2.226,139,1.690,3.000,337,62,1.889,75,1.325,2.258,40
Sep-04,GASOLINA COMUM,52104,R$/l,2.232,143,1.690,3.000,333,64,1.899,76,1.450,2.279,40
Oct-04,GASOLINA COMUM,49917,R$/l,2.262,145,1.690,3.100,339,64,1.923,80,1.475,2.325,42
nov.-04,GASOLINA COMUM,59375,R$/l,2.214,148,1.709,3.100,276,67,1.938,84,1.530,2.551,43
Dec-04,GASOLINA COMUM,52358,R$/l,2.303,146,1.849,3.100,296,63,2.007,81,1.518,2.510,40
jan.-05,GASOLINA COMUM,58210,R$/l,2.296,146,1.870,3.220,287,64,2.009,79,1.477,2.510,39
Feb-05,GASOLINA COMUM,46568,R$/l,2.285,150,1.920,3.220,280,66,2.005,78,1.477,2.444,39
mar.-05,GASOLINA COMUM,56656,R$/l,2.291,144,1.940,3.220,290,63,2.001,77,1.477,2.490,38
Apr-05,GASOLINA COMUM,49555,R$/l,2.302,157,1.929,3.200,289,68,2.013,90,1.477,2.565,45
May-05,GASOLINA COMUM,58946,R$/l,2.283,160,1.845,3.200,286,70,1.997,93,1.477,2.505,47
jun.-05,GASOLINA COMUM,52438,R$/l,2.256,172,1.698,3.200,286,76,1.970,97,1.477,2.529,49
jul.-05,GASOLINA COMUM,49437,R$/l,2.267,165,1.880,3.200,289,73,1.978,95,1.640,2.564,48
Aug-05,GASOLINA COMUM,31856,R$/l,2.273,162,1.889,3.200,293,71,1.980,93,1.735,2.552,47
Sep-05,GASOLINA COMUM,31701,R$/l,2.401,188,1.890,3.600,328,78,2.073,134,1.799,2.940,65
Oct-05,GASOLINA COMUM,43735,R$/l,2.470,161,1.979,3.370,295,65,2.175,97,1.729,2.834,45
nov.-05,GASOLINA COMUM,56700,R$/l,2.478,163,1.870,3.300,298,66,2.180,93,1.840,2.780,43
Dec-05,GASOLINA COMUM,49443,R$/l,2.483,162,2.040,3.300,295,65,2.188,94,1.950,2.800,43
jan.-06,GASOLINA COMUM,57239,R$/l,2.511,160,2.080,3.500,299,64,2.212,88,2.000,2.748,40
Feb-06,GASOLINA COMUM,42334,R$/l,2.523,160,2.070,3.300,307,63,2.216,87,2.000,2.788,39
mar.-06,GASOLINA COMUM,56264,R$/l,2.587,153,2.120,3.500,316,59,2.271,84,2.000,2.761,37
Apr-06,GASOLINA COMUM,46927,R$/l,2.595,158,2.155,3.300,308,61,2.287,82,2.000,2.779,36
May-06,GASOLINA COMUM,56298,R$/l,2.582,158,1.870,3.300,306,61,2.276,84,1.806,2.874,37
jun.-06,GASOLINA COMUM,49579,R$/l,2.545,172,2.140,3.300,299,68,2.246,84,1.834,2.707,37
jul.-06,GASOLINA COMUM,50363,R$/l,2.557,165,2.140,3.500,311,65,2.246,84,2.030,2.756,37
Aug-06,GASOLINA COMUM,57666,R$/l,2.559,166,2.089,3.300,308,65,2.251,84,1.910,2.747,37
Sep-06,GASOLINA COMUM,48062,R$/l,2.554,166,2.099,3.300,312,65,2.242,85,1.910,2.747,38
Oct-06,GASOLINA COMUM,47567,R$/l,2.547,164,2.149,3.500,317,64,2.230,86,2.000,2.722,39
nov.-06,GASOLINA COMUM,47122,R$/l,2.538,166,2.130,3.300,318,65,2.220,86,1.955,2.740,39
Dec-06,GASOLINA COMUM,42822,R$/l,2.531,166,2.120,3.300,332,66,2.199,90,2.000,2.696,41
jan.-07,GASOLINA COMUM,57029,R$/l,2.523,167,2.080,3.300,333,66,2.190,86,2.000,2.653,39
Feb-07,GASOLINA COMUM,49770,R$/l,2.516,167,1.960,3.300,333,66,2.183,86,1.700,2.626,39
mar.-07,GASOLINA COMUM,49574,R$/l,2.518,162,2.088,3.300,336,64,2.182,84,1.949,2.646,38
Apr-07,GASOLINA COMUM,49276,R$/l,2.532,154,2.119,3.310,327,61,2.205,82,1.910,2.637,37
May-07,GASOLINA COMUM,61607,R$/l,2.540,155,2.070,3.300,326,61,2.214,81,1.950,2.657,37
jun.-07,GASOLINA COMUM,49165,R$/l,2.527,157,2.079,3.300,345,62,2.182,87,1.958,2.620,40
jul.-07,GASOLINA COMUM,57896,R$/l,2.507,160,2.090,3.300,361,64,2.146,92,1.905,2.591,43
Aug-07,GASOLINA COMUM,41748,R$/l,2.487,164,2.070,3.300,356,66,2.131,91,1.908,2.699,43
Sep-07,GASOLINA COMUM,34809,R$/l,2.471,170,2.000,3.300,349,69,2.122,90,1.930,2.690,42
Oct-07,GASOLINA COMUM,43783,R$/l,2.475,167,2.070,3.300,357,67,2.118,89,1.920,2.874,42
nov.-07,GASOLINA COMUM,34848,R$/l,2.487,162,2.099,3.330,356,65,2.131,87,1.923,2.588,41
Dec-07,GASOLINA COMUM,38031,R$/l,2.509,159,2.099,3.300,353,63,2.156,87,1.900,2.584,40
jan.-08,GASOLINA COMUM,40313,R$/l,2.505,158,2.090,3.300,346,63,2.159,86,1.943,2.607,40
Feb-08,GASOLINA COMUM,34858,R$/l,2.488,169,2.019,3.300,339,68,2.149,90,1.901,2.584,42
mar.-08,GASOLINA COMUM,34901,R$/l,2.493,162,2.059,3.350,343,65,2.150,89,1.880,2.624,41
